ID_MSMLS	PRIMARY_NAME	SMILES	MOLECULAR_FORMULA	KEGG ID_CSID	CAS ID	HMDB/YMDB ID	NEUTRAL MONOISOTOPIC MOLECULAR MASS	METLIN_ID	PC_CID	PC_SID	ChEBI	id_Mzmine	score_cosine	precursor_mz	rt	intensity	GNPS_Compound_Name	LibraryName	MQScore	MZErrorPPM	SharedPeaks	Ion_Source	Instrument	Compound_Source	PI	Data_Collector	Adduct.1	Precursor_MZ.1	Library_Class	IonMode	LibraryQualityString	Compound_Name-Topk=10	NumberHits
7	PURINE	N1C=NC2=C1C=NC=N2	C5H4N4	C15587	120-73-0	HMDB0001366	120.043596148	6193	1044	17396579	17258	813	0.981	121.05145	2.90767	109881704	Purine CollisionEnergy:205060	BERKELEY-LAB.mgf	0.92903	3.71855	3	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	121.051	3	Positive	Bronze	Purine CollisionEnergy:205060	10
8	N-ACETYLNEURAMINATE	CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O	C11H19NO9	C19910	131-48-6	HMDB0000230	309.105981211	24101	445063	78603070	45744	1247	1	310.11423	1.01394	9157178	N-ACETYLNEURAMINATE	MONA.mgf	0.901729	3.93632	13	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037098	M+H	310.113	3	positive	Bronze	N-ACETYLNEURAMINATE	10
9	N-ACETYLMANNOSAMINE	[H][C@@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O	C8H15NO6	C00645	7772-94-3	HMDB0001129	221.089937217	6024	11096158	310265669	63154	1194	1	222.09776	1.01451	3712435.8	N-ACETYL-MANNOSAMINE	MONA.mgf	0.983296	3.57257	10	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037095	M+H	222.097	3	positive	Bronze	N-ACETYL-MANNOSAMINE	10
12	URATE	O=C1NC2=C(N1)C(=O)NC(=O)N2	C5H4N4O3	C00366	69-93-2	HMDB0000289	168.028340014	88	1175	3657	17775	2180	1	169.03625	1.79926	1185886.8	URATE - 50.0 eV	GNPS-LIBRARY.mgf	0.881761	1.53458	5	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	169.036	1	Positive	Gold	URATE - 50.0 eV	10
13	CYTIDINE	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	C9H13N3O5	C00475	65-46-3	HMDB0000089	243.085520541	3376	6175	24892387	17562	2218	1	244.09355	1.59989	23107706	Cytidine	GNPS-EMBL-MCF.mgf	0.979069	14.0029	3	DI-ESI	Orbitrap	Commercial	Alexandrov Theodore	Prasad	M+H	244.09	1	Positive	Gold	Cytidine	10
14	SERINE	N[C@@H](CO)C(O)=O	C3H7NO3	C00065	56-45-1	HMDB0000187	105.042593095	30	5951	3365	17115	2298	1	106.05062	0.89267	17322624	SERINE	MONA.mgf	0.926219	5.97114	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037068	M+H	106.05	3	positive	Bronze		3
16	CITRULLINE	N[C@@H](CCCNC(N)=O)C(O)=O	C6H13N3O3	C00327	372-75-8	HMDB0000904	175.095691297	16	9750	3621	16349	3417	1	176.1035	1.00164	30628646	Massbank:PB000434 Citrulline|2-amino-5-(carbamoylamino)pentanoic acid	MASSBANK.mgf	0.946724	2.77269	6	ESI	LC-ESI-QTOF	Isolated	Putative Massbank Match	Massbank	[M+H]+	176.104	3	Positive	Bronze	Massbank:PB000434 Citrulline|2-amino-5-(carbamoylamino)pentanoic acid	10
18	N-ACETYLTRYPTOPHAN	CC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O	C13H14N2O3	CSID388950	1218-34-4	HMDB0013713	246.100442324	85257	700653	76081748	70976	3170	1	247.10852	8.92308	21744142	DL-N-Acetyltryptophan - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.970563	1.91423	8	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	247.108	1	Positive	Gold	DL-N-Acetyltryptophan - 40.0 eV	10
19	NICOTINATE	OC(=O)C1=CN=CC=C1	C6H5NO2	C00253	59-67-6	HMDB0001488	123.032028409	240	938	3552	15940	2967	1	124.03985	1.51981	67037564	nicotinic acid CollisionEnergy:102040	BERKELEY-LAB.mgf	0.987306	6.27382	6	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	124.039	3	Positive	Bronze	nicotinic acid CollisionEnergy:102040	10
20	INOSINE	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O	C10H12N4O5	C00294	58-63-9	HMDB0000195	268.080769514	84	6021	3588	17596	3707	1	269.08859	4.87178	11098256	INOSINE	GNPS-LIBRARY.mgf	0.974325	2.38163	5	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	269.088	1	Positive	Gold	INOSINE	10
23	ISOLEUCINE	CC[C@H](C)[C@H](N)C(O)=O	C6H13NO2	C00407	73-32-5	HMDB0000172	131.094628665	23	6306	3697	17191	3803	0.997	132.1024	1.8945	27382492	DL-ISOLEUCINE CollisionEnergy:102040	BERKELEY-LAB.mgf	0.990195	2.65668	4	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	132.102	3	Positive	Bronze	DL-ISOLEUCINE CollisionEnergy:102040	10
31	CREATININE	CN1CC(=O)NC1=N	C4H7N3O	C00791	60-27-5	HMDB0000562	113.058911861	8	588	4049	16737	5312	0.991	114.06689	1.01048	71086776	Creatinine - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.928912	7.95941	3	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	114.066	1	Positive	Gold	Creatinine - 40.0 eV	8
32	QUINATE	O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	C7H12O6	C00296	77-95-2	HMDB0003072	192.063388116	3329	70143	8967	17521	6529	1	193.07143	1.07598	722126.1	Quinic Acid	GNPS-LIBRARY.mgf	0.995756	2.2129	9	LC-ESI	Orbitrap	Commercial	Taicia Fill	Marina Maximo	M+H	193.071	3	Positive	Bronze	Quinic Acid	4
33	DIHYDROOROTATE	OC(=O)C1CC(=O)NC(=O)N1	C5H6N2O4	C00337	5988-19-2	HMDB0003349	158.03275669	64749	439216	3630	17025	5472	1	159.04044	1.29508	2764308.5	DIHYDROOROTIC ACID	MONA.mgf	0.929089	2.97424	6	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037239	M+H	159.04	3	positive	Bronze	DIHYDROOROTIC ACID	4
35	GUANIDINOACETATE	NC(=N)NCC(O)=O	C3H7N3O2	C00581	352-97-6	HMDB0000128	117.053826483	5163	763	3860	16344	6176	1	118.06168	0.98287	66176376	Glycocyamine - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.891028	5.94527	4	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	118.061	1	Positive	Gold	Glycocyamine - 40.0 eV	10
38	METHIONINE	CSCC[C@H](N)C(O)=O	C5H11NO2S	C00073	63-68-3	HMDB0000696	149.051049291	26	6137	3373	16643	6611	1	150.05896	1.53005	58131490	METHIONINE	MONA.mgf	0.929768	6.30453	6	ESI	qTof	isolated	MoNA	MoNA:MoNA032419	M+H	150.058	3	positive	Bronze	METHIONINE	10
41	METHYLTHIOADENOSINE	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	C11H15N5O3S	C00170	2457-80-9	HMDB0001173	297.089560061	3425	439176	3470	17509	7605	1	298.09763	6.64532	59651304	5'-METHYLTHIOADENOSINE	MONA.mgf	0.984449	2.25224	6	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037292	M+H	298.097	3	positive	Bronze	5'-METHYLTHIOADENOSINE	10
42	THYMIDINE	CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O	C10H14N2O5	C00214	50-89-5	HMDB0000273	242.090271568	3375	5789	3514	17748	8247	1	243.09805	5.9489	1724424	THYMIDINE	MONA.mgf	0.940249	0.376608	5	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037294	M+H	243.098	3	positive	Bronze	THYMIDINE	10
48	CYSTINE	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	C6H12N2O4S2	C00491	56-89-3	HMDB0000192	240.023848262	17	67678	3774	16283	8405	1	241.03156	0.87964	24896486	CYSTINE	GNPS-MSMLS.mgf	0.966608	2.27903	9	ESI	Orbitrap	Commercial	Dorrestein	Kelly Weldon	M+H	241.031	1	Positive	Gold	CYSTINE	10
50	DIETHANOLAMINE	OCCNCCO	C4H11NO2	C06772	111-42-2	HMDB0004437	105.078978601	3239	8113	8992	28123	8737	1	106.08694	0.89534	32694370	DIETHANOLAMINE	GNPS-LIBRARY.mgf	0.769843	8.98963	3	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	106.086	1	Positive	Gold	DIETHANOLAMINE	5
53	THYMINE	CC1=CNC(=O)NC1=O	C5H6N2O2	C00178	65-71-4	HMDB0000262	126.042927446	290	1135	3478	17821	10640	0.933	127.05077	3.36511	18953474	THYMINE	MONA.mgf	0.724539	6.36533	4	ESI	qTof	isolated	MoNA	MoNA:MoNA032523	M+H	127.05	3	positive	Bronze	THYMINE	1
56	URIDINE	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	C9H12N2O6	C00299	58-96-8	HMDB0000296	244.069536126	90	6029	3593	16704	10442	1	245.07755	2.32619	4833539	uridine	GNPS-SAM-SIK-KANG-LEGACY-LIBRARY.mgf	0.95345	6.53745	4	LC-ESI	qTof	Isolated	Sang Hee SHIM Kyo Bin Kang	Eunah JEONG Seungju SON	M+H	245.076	1	Positive	Gold	uridine	10
58	CARNOSINE	NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O	C9H14N4O3	C00386	305-84-0	HMDB0000033	226.106590334	38	439224	3676	15727	10751	1	227.1147	0.89368	26774022	CARNOSINE	MONA.mgf	0.926829	3.02335	7	ESI	qTof	isolated	MoNA	MoNA:MoNA032525	M+H	227.114	3	positive	Bronze	CARNOSINE	10
59	NICOTINAMIDE	NC(=O)C1=CN=CC=C1	C6H6N2O	C00153	98-92-0	HMDB0001406	122.048012824	1497	936	3453	17154	11184	0.926	123.05584	1.61911	89535760	Spectral Match to Niacinamide from NIST14	GNPS-NIST14-MATCHES.mgf	0.951684	1.61198	3	ESI	qTof	Isolated	Data from James McKerrow	Data deposited by lamccall	M+H	123.056	3	Positive	Bronze	Spectral Match to Niacinamide from NIST14	10
62	PHENYLALANINE	N[C@@H](CC1=CC=CC=C1)C(O)=O	C9H11NO2	C00079	63-91-2	HMDB0000159	165.078978601	28	6140	3379	17295	11237	0.989	166.08687	4.93888	88369690	Spectral Match to DL-Phenylalanine from NIST14	GNPS-NIST14-MATCHES.mgf	0.993399	23.2442	6	ESI	QQQ	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	166.083	3	Positive	Bronze	Spectral Match to DL-Phenylalanine from NIST14	10
65	ASPARTATE	N[C@@H](CC(O)=O)C(O)=O	C4H7NO4	C00049	56-84-8	HMDB0000191	133.037507717	15	5960	3351	17053	11964	1	134.04533	0.95181	23027966	L-(+)-Aspartic acid - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.968523	2.3905	3	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	134.045	1	Positive	Gold	L-(+)-Aspartic acid - 40.0 eV	10
66	DEOXYCYTIDINE_MONOPHOSPHATE	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	C9H14N3O7P	C00239	1032-65-1	HMDB0001202	307.056936329	3439	13945	3538	15918	12279	1	308.06509	1.63511	6575169.5	2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE	MONA.mgf	0.984251	3.36812	3	ESI	qTof	isolated	MoNA	MoNA:MoNA032590	M+H	308.064	3	positive	Bronze	2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE	10
68	CREATINE	CN(CC(O)=O)C(N)=N	C4H9N3O2	C00300	57-00-1	HMDB0000064	131.069476547	7	586	3594	16919	12638	1	132.07739	1.07398	94746430	CREATINE	MONA.mgf	0.967539	3.00377	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037360	M+H	132.077	3	positive	Bronze	CREATINE	10
69	L-DOPA	N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O	C9H11NO4	C00355	59-92-7	HMDB0000181	197.068807845	42	6047	3648	15765	12470	1	198.07675	1.81611	42887710	LEVODOPA	MONA.mgf	0.971585	3.69768	6	N/A	ESI-QFT	isolated	MoNA	MoNA:VF-NPL-QEHF027680	[M+H]+	198.076	3	positive	Bronze	LEVODOPA	10
70	GUANOSINE	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1	C10H13N5O5	C00387	118-00-3	HMDB0000133	283.091668551	87	6802	3677	16750	13027	1	284.09982	5.21323	26527014	Spectral Match to Guanosine from NIST14	GNPS-NIST14-MATCHES.mgf	0.985519	24.2772	5	ESI	QQQ	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	284.093	3	Positive	Bronze	Spectral Match to Guanosine from NIST14	10
74	TYROSINE	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	C9H11NO3	C00082	60-18-4	HMDB0000158	181.073893223	34	6057	3382	17895	14006	0.999	182.08192	2.4153	40920396	Tyrosine - 50.00 eV	GNPS-LIBRARY.mgf	0.970118	5.11193	6	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	182.081	1	Positive	Gold	Tyrosine - 50.00 eV	10
76	ASPARAGINE	N[C@@H](CC(N)=O)C(O)=O	C4H8N2O3	C00152	70-47-3	HMDB0000168	132.053492132	14	6267	3452	17196	13132	1	133.06149	0.92026	21543580	L-(-)-Asparagine - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.958796	3.89895	5	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	133.061	1	Positive	Gold	L-(-)-Asparagine - 40.0 eV	10
77	VALINE	CC(C)[C@H](N)C(O)=O	C5H11NO2	C00183	72-18-4	HMDB0000883	117.078978601	35	6287	3483	16414	14071	0.996	118.0871	1.28946	54533692	Valine	GNPS-EMBL-MCF.mgf	0.986168	33.6598	5	DI-ESI	Orbitrap	Commercial	Alexandrov Theodore	Prasad	M+H	118.091	1	Positive	Gold	Valine	10
78	GUANINE	NC1=NC(=O)C2=C(N1)N=CN2	C5H5N5O	C00242	73-40-5	HMDB0000132	151.049409807	315	764	3541	16235	14257	1	152.05742	1.71526	11817312	GUANINE - 60.0 eV	GNPS-LIBRARY.mgf	0.736565	2.80978	3	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	152.057	1	Positive	Gold	GUANINE - 60.0 eV	3
79	HOMOSERINE	N[C@@H](CCO)C(O)=O	C4H9NO3	C00263	672-15-1	HMDB0000719	119.058243159	288	12647	3561	15699	14203	1	120.06612	0.92587	23732706	HOMOSERINE	MONA.mgf	0.975281	1.14378	4	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037370	M+H	120.066	3	positive	Bronze	HOMOSERINE	10
80	PYRIDOXINE	CC1=NC=C(CO)C(CO)=C1O	C8H11NO3	C00314	65-23-6	HMDB0000239	169.073893223	2202	1054	3608	16709	14506	0.986	170.08186	1.84916	139025580	PYRIDOXINE - 70.0 eV	GNPS-LIBRARY.mgf	0.849248	4.8446	4	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	170.081	1	Positive	Gold	PYRIDOXINE - 70.0 eV	10
82	FOLATE	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1	C19H19N7O6	C00504	59-30-3	HMDB0000121	441.139681375	246	6037	3787	27470	14624	1	442.14862	7.16901	7968857.5	Folic Acid (known structural isomers: 0; isobaric peaks in run: 11)	CMMC-FOOD-BIOMARKERS.mgf	0.970539	3.65813	9	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	Julius	[M+H]+	442.147	1	Positive	Gold	Folic Acid (known structural isomers: 0; isobaric peaks in run: 11)	10
83	NICOTINAMIDE_MONONUCLEOTIDE	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O	C11H15N2O8P	C00455	1094-61-7	-	334.056601978	4167	14180	3741	16171	14552	1	335.06506	1.2755	7537409	NICOTINAMIDE MONONUCLEOTIDE	MONA.mgf	0.986781	3.09671	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037375	M+H	335.064	3	positive	Bronze	NICOTINAMIDE MONONUCLEOTIDE	10
84	3-METHYL-L-HISTIDINE	[H][C@](N)(CC1=CN=CN1C)C(O)=O	C7H11N3O2	C01152	368-16-1	HMDB0000479	169.08513	3293	64969	24897303	27596	14781	1	170.09299	0.85523	46647290	3_METHYL_L_HISTIDINE	GNPS-LIBRARY.mgf	0.973864	5.83109	6	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	170.092	1	Positive	Gold	3_METHYL_L_HISTIDINE	10
97	DIAMINOPIMELATE	N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O	C7H14N2O4	C00666	583-93-7	HMDB0001370	190.095356946	352	439283	3935	16026	240	1	191.10265	0.86432	28073794	DIAMINOPIMELATE	GNPS-LIBRARY.mgf	0.959594	1.59692	7	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	191.103	1	Positive	Gold	DIAMINOPIMELATE	10
98	AMINOADIPATE	NC(CCCC(O)=O)C(O)=O	C6H11NO4	C00956	542-32-5	HMDB0000510	161.068807845	324	92136	4207	37024	527	1	162.07576	1.08695	35763108	DL-2-ALPHA-AMINOADIPATE - 50.0 eV	GNPS-LIBRARY.mgf	0.936189	1.41219	6	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	162.076	1	Positive	Gold	DL-2-ALPHA-AMINOADIPATE - 50.0 eV	10
99	DEOXYCYTIDINE	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1	C9H13N3O4	C00881	951-77-9	HMDB0000014	227.090605919	3367	13711	4137	15698	169	1	228.09772	1.70693	15714945	2'-deoxycytidine CollisionEnergy:102040	BERKELEY-LAB.mgf	0.972	1.27102	3	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	228.098	3	Positive	Bronze	2'-deoxycytidine CollisionEnergy:102040	10
101	GLUCOSAMINE-6-PHOSPHATE	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O (GLUCOSAMINE 6-PHOSPHATE)	C6H14NO8P	C00352	3616-42-0	HMDB0001254 (GLUCOSAMINE 6-PHOSPHATE)	259.045702941	3390	439217	24895188	15873	858	1	260.05414	0.88175	4849723	D-Glucosamine 6-phosphate - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.980876	4.45935	9	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	260.053	1	Positive	Gold	D-Glucosamine 6-phosphate - 40.0 eV	10
104	CAFFEINE	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	C8H10N4O2	C07481	58-08-2	HMDB0001847	194.080375584	1455	2519	9684	27732	707	0.999	195.08832	7.51395	63873210	Massbank:EA030305 Caffeine|1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione|1,3,7-trimethylpurine-2,6-dione	MASSBANK.mgf	0.996705	1.5643	7	ESI	LC-ESI-ITFT	Isolated	Putative Massbank Match	Massbank	[M+H]+	195.088	3	Positive	Bronze	Massbank:EA030305 Caffeine|1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione|1,3,7-trimethylpurine-2,6-dione	10
105	HOMOCYSTEINE	C(CS)C(C(=O)O)N	C4H9NO2S	C00155	454-29-5	HMDB0000742	135.035399227	63636	778	7710	17230	1091	0.97	136.04315	1.22758	1730309	HOMOCYSTEINE - 60.0 eV	GNPS-LIBRARY.mgf	0.958743	1.23378	5	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	136.043	1	Positive	Gold	HOMOCYSTEINE - 60.0 eV	10
106	THEOPHYLLINE	CN1C2=C(NC=N2)C(=O)N(C)C1=O	C7H8N4O2	C07130	58-55-9	HMDB0001889	180.06472552	1458	2153	9340	28177	1890	0.998	181.07278	6.84067	46383360	MassbankEU:SM815601 Theophylline|1,3-dimethyl-7H-purine-2,6-dione	MASSBANKEU.mgf	0.994078	4.04492	6	ESI	LC-ESI-QFT	Isolated	Massbank EU	Massbank	[M+H]+	181.072	3	Positive	Bronze	MassbankEU:SM815601 Theophylline|1,3-dimethyl-7H-purine-2,6-dione	10
109	BETAINE	C[N+](C)(C)CC([O-])=O	C5H11NO2	C00719	107-43-7	HMDB0000043	117.078978601	287	247	3985	17750	2392	0.998	118.08697	0.96427	108622720	TRIMETHYL GLYCINE CollisionEnergy:102040	BERKELEY-LAB.mgf	0.980691	8.0761	3	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M	118.086	3	Positive	Bronze	TRIMETHYL GLYCINE CollisionEnergy:102040	10
110	TRYPTOPHAN	N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O	C11H12N2O2	C00525	153-94-6	HMDB0013609	204.089877638	65364	9060	3808	16296	2692	1	205.09807	6.62077	68190040	Spectral Match to L-Tryptophan from NIST14	GNPS-NIST14-MATCHES.mgf	0.942838	5.28225	6	ESI	qTof	Isolated	Data from Jeffrey McLean, Xuesong He	Data deposited by aedlund	M+H	205.097	3	Positive	Bronze	Spectral Match to L-Tryptophan from NIST14	10
111	3-SULFINOALANINE	N[C@@H](CS(=O)=O)C(O)=O (3-SULFINOALANINE)	C3H7NO4S	C00606	1115-65-7	HMDB0000996 (3-SULFINOALANINE)	153.009578407	5927	1549098	24278312 (3-SULFINOALANINE)	16345	2497	1	154.01736	0.91933	3915399.2	L-Cysteinesulfinic acid CollisionEnergy:102040	BERKELEY-LAB.mgf	0.936188	2.37773	5	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	154.017	3	Positive	Bronze	L-Cysteinesulfinic acid CollisionEnergy:102040	10
112	O-SUCCINYL-HOMOSERINE	C(COC(=O)CCC(=O)O)C(C(=O)O)N	C8H13NO6	C01118	1492-23-5	YMDB0000917	219.074287153	362	439406	4349	16160	3208	1	220.08237	1.64138	42579944	O-succinyl-L-homoserine CollisionEnergy:102040	BERKELEY-LAB.mgf	0.981912	1.9413	10	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	220.082	3	Positive	Bronze	O-succinyl-L-homoserine CollisionEnergy:102040	10
113	ALLANTOIN	NC(=O)NC1NC(=O)NC1=O	C4H6N4O3	C01551	97-59-6	HMDB0000462	158.043990078	89	204	4709	15676	2878	1	159.05188	1.0374	2921030	allantoin CollisionEnergy:102040	BERKELEY-LAB.mgf	0.967112	5.46838	5	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	159.051	3	Positive	Bronze	allantoin CollisionEnergy:102040	7
116	(2-AMINOETHYL)PHOSPHONATE	NCCP(O)(O)=O	C2H8NO3P	C03557	2041-14-7	HMDB0011747	125.024179639	4137	339	6353	15573	3621	1	126.03206	0.82245	23516874	(2-Aminoethyl)phosphonic acid	MSNLIB-POSITIVE.mgf	0.840567	8.59609	3	ESI	Orbitrap	Crude	Tomas Pluskal	Corinna Brungs	[M+H]+	126.031	1	Positive	Gold	(2-Aminoethyl)phosphonic acid	1
120	GLUCOSAMINE	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O (GLUCOSAMINE)	C6H13NO5	C00329	3416-24-8	HMDB0001514 (GLUCOSAMINE)	179.079372531	63216	439213	24895187	47977	4985	1	180.08734	0.85656	14482129	Glucosamine - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.894254	1.77933	6	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	180.087	1	Positive	Gold	Glucosamine - 40.0 eV	10
121	PARAXANTHINE	CN1C=NC2=C1C(=O)N(C)C(=O)N2	C7H8N4O2	C13747	611-59-6	HMDB0001860	180.06472552	1457	4687	348275416	25858	4069	0.998	181.07256	6.75246	54851484	paraxanthine CollisionEnergy:205060	BERKELEY-LAB.mgf	0.987839	2.86515	6	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	181.072	3	Positive	Bronze	paraxanthine CollisionEnergy:205060	10
122	ADENOSINE_5'-DIPHOSPHATE	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O (ADENOSINE 5'-DIPHOSPHATE)	C10H15N5O10P2	C00008	58-64-0	HMDB0001341 (ADENOSINE 5'-DIPHOSPHATE)	427.029414749	34522	6022	24890690	16761	4800	0.965	428.03775	1.60143	694370.9	Massbank: Adenosine_Diphosphate	MASSBANK.mgf	0.880511	2.21019	4	ESI	LC-ESI-QTOF	Isolated	Putative Massbank Match	Massbank	[M+H]+	428.037	3	Positive	Bronze	Massbank: Adenosine_Diphosphate	10
124	1-METHYL-L-HISTIDINE	CN1C=NC(C[C@H](N)C(O)=O)=C1	C7H11N3O2	C01152	332-80-9	HMDB0000001	169.085126611	3741	92105	57652090	27596	5561	0.944	170.0932	1.03231	56277016	3-METHYLHISTIDINE	MONA.mgf	0.888962	6.63847	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037537	M+H	170.092	3	positive	Bronze	3-METHYLHISTIDINE	10
125	GALACTITOL	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	C6H14O6	C01697	608-66-2	HMDB0000107	182.07903818	4179	11850	4837	16813	5616	1	183.0871	0.95877	4318774.5	D-Galactitol - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.98548	5.9173	8	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	183.086	1	Positive	Gold	D-Galactitol - 40.0 eV	10
126	OXOPROLINE	OC(=O)C1CCC(=O)N1	C5H7NO3	C01879	4042-36-8	HMDB0000267	129.042593095	63632	439685	5301	16924	5511	0.996	130.05049	1.79742	20517000	D-Pyroglutamic acid CollisionEnergy:102040	BERKELEY-LAB.mgf	0.990155	3.63724	4	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	130.05	3	Positive	Bronze	D-Pyroglutamic acid CollisionEnergy:102040	10
133	1-METHYLADENOSINE	CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N	C11H15N5O4	C02494	15763-06-1	HMDB0003331	281.112403993	6888	27476	5506	16020	6664	1	282.12094	5.89987	55125420	1-Methyladenosine CollisionEnergy:205060	BERKELEY-LAB.mgf	0.979275	3.56969	6	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	282.12	3	Positive	Bronze	1-Methyladenosine CollisionEnergy:205060	10
134	DEOXYURIDINE	OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O	C9H12N2O5	C00526	951-78-0	HMDB0000012	228.074621504	91	13712	3809	16450	6860	0.975	229.08255	3.65981	1277353.5	DEOXYURIDINE	MONA.mgf	0.942354	2.46451	5	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037120	M+H	229.082	3	positive	Bronze	DEOXYURIDINE	3
